order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,cost_price,list_price,quantity,discount_percent,discounted_price,total_sales,total_cost,profit,order_year,order_month,order_Month_Year,first_purchase_date_x,customer_type,first_purchase_date_y,first_purchase_date
6062,2023-05-05,Standard Class,Home Office,United States,Rochester,New York,14609,East,Office Supplies,Art,OFF-AR-10002804,10,10,3,4,9.6,28.8,30,-1.2,2023,5,2023-05,2022-01-09,Returning,2022-01-09,2022-01-01
6063,2022-02-13,Second Class,Consumer,United States,San Diego,California,92037,West,Technology,Copiers,TEC-CO-10004202,1040,1200,5,5,1140,5700,5200,500,2022,2,2022-02,2022-01-02,Returning,2022-01-02,2022-01-01
6064,2022-11-19,Second Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,OFF-PA-10001307,10,10,3,5,9.5,28.5,30,-1.5,2022,11,2022-11,2022-01-02,Returning,2022-01-02,2022-01-01
6065,2022-11-22,Second Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,OFF-PA-10001667,20,20,3,2,19.6,58.8,60,-1.2,2022,11,2022-11,2022-01-02,Returning,2022-01-02,2022-01-01
6066,2022-04-24,First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,OFF-LA-10001569,20,20,6,4,19.2,115.2,120,-4.8,2022,4,2022-04,2022-01-01,Returning,2022-01-01,2022-01-01
6067,2023-01-31,Standard Class,Consumer,United States,Bartlett,Tennessee,38134,South,Office Supplies,Supplies,OFF-SU-10000898,80,90,8,3,87.3,698.4,640,58.4,2023,1,2023-01,2023-01-31,Returning,2023-01-31,2022-01-01
6068,2023-05-12,Standard Class,Home Office,United States,Lakewood,California,90712,West,Furniture,Chairs,FUR-CH-10000225,480,520,8,5,494,3952,3840,112,2023,5,2023-05,2022-01-01,Returning,2022-01-01,2022-01-01
6069,2022-12-18,Standard Class,Home Office,United States,Lakewood,California,90712,West,Furniture,Furnishings,FUR-FU-10002191,10,10,1,2,9.8,9.8,10,-0.2,2022,12,2022-12,2022-01-01,Returning,2022-01-01,2022-01-01
6070,2023-10-16,Standard Class,Home Office,United States,Lakewood,California,90712,West,Technology,Machines,TEC-MA-10003176,290,340,1,2,333.2,333.2,290,43.2,2023,10,2023-10,2022-01-01,Returning,2022-01-01,2022-01-01
6071,2023-01-07,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,OFF-LA-10004093,20,20,3,2,19.6,58.8,60,-1.2,2023,1,2023-01,2022-01-01,Returning,2022-01-01,2022-01-01
6072,2023-10-25,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,OFF-ST-10000025,130,150,2,2,147,294,260,34,2023,10,2023-10,2022-01-04,Returning,2022-01-04,2022-01-02
6073,2023-01-17,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Fasteners,OFF-FA-10001561,0,0,2,4,0,0,0,0,2023,1,2023-01,2022-01-04,Returning,2022-01-04,2022-01-02
6074,2022-08-24,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Supplies,OFF-SU-10001225,10,10,2,2,9.8,19.6,20,-0.4,2022,8,2022-08,2022-01-04,Returning,2022-01-04,2022-01-02
6075,2022-07-15,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Binders,OFF-BI-10001718,140,150,3,3,145.5,436.5,420,16.5,2022,7,2022-07,2022-01-01,Returning,2022-01-01,2022-01-01
6076,2022-09-30,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Storage,OFF-ST-10002756,230,270,2,2,264.6,529.2,460,69.2,2022,9,2022-09,2022-01-01,Returning,2022-01-01,2022-01-01
6077,2022-08-19,Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,TEC-AC-10001432,400,470,6,4,451.2,2707.2,2400,307.2,2022,8,2022-08,2022-01-01,Returning,2022-01-01,2022-01-01
6078,2022-06-20,Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,TEC-AC-10003399,60,70,2,5,66.5,133,120,13,2022,6,2022-06,2022-01-01,Returning,2022-01-01,2022-01-01
6079,2022-12-30,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Supplies,OFF-SU-10001574,10,10,3,3,9.7,29.1,30,-0.9,2022,12,2022-12,2022-01-01,Returning,2022-01-01,2022-01-01
6080,2023-02-26,Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,FUR-FU-10004864,180,190,3,4,182.4,547.2,540,7.2,2023,2,2023-02,2022-01-01,Returning,2022-01-01,2022-01-01
6081,2023-10-25,First Class,Home Office,United States,Houston,Texas,77070,Central,Office Supplies,Storage,OFF-ST-10001172,130,150,9,3,145.5,1309.5,1170,139.5,2023,10,2023-10,2022-01-05,Returning,2022-01-05,2022-01-02
6082,2022-08-03,Same Day,Consumer,United States,Lubbock,Texas,79424,Central,Furniture,Furnishings,FUR-FU-10002396,30,30,5,2,29.4,147,150,-3,2022,8,2022-08,2022-02-19,Returning,2022-02-19,2022-01-02
6083,2022-06-17,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,OFF-BI-10004040,10,10,6,3,9.7,58.2,60,-1.8,2022,6,2022-06,2022-01-05,Returning,2022-01-05,2022-01-02
6084,2023-04-23,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,OFF-AR-10003481,20,20,9,3,19.4,174.6,180,-5.4,2023,4,2023-04,2022-01-05,Returning,2022-01-05,2022-01-02
6085,2023-07-19,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Accessories,TEC-AC-10000387,20,20,2,4,19.2,38.4,40,-1.6,2023,7,2023-07,2022-01-05,Returning,2022-01-05,2022-01-02
6086,2022-01-10,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Labels,OFF-LA-10000262,0,0,1,4,0,0,0,0,2022,1,2022-01,2022-01-05,Returning,2022-01-05,2022-01-02
6087,2023-01-15,Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,OFF-BI-10003196,0,0,6,2,0,0,0,0,2023,1,2023-01,2022-01-05,Returning,2022-01-05,2022-01-02
6088,2022-01-25,Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Furniture,Furnishings,FUR-FU-10004351,20,30,3,5,28.5,85.5,60,25.5,2022,1,2022-01,2022-01-25,Returning,2022-01-25,2022-01-01
6089,2022-04-09,Standard Class,Corporate,United States,Roswell,Georgia,30076,South,Office Supplies,Paper,OFF-PA-10001870,10,10,1,2,9.8,9.8,10,-0.2,2022,4,2022-04,2022-01-29,Returning,2022-01-29,2022-01-01
6090,2022-05-18,Second Class,Corporate,United States,Loveland,Colorado,80538,West,Office Supplies,Binders,OFF-BI-10002813,0,0,2,5,0,0,0,0,2022,5,2022-05,2022-05-18,Returning,2022-05-18,2022-01-01
6091,2022-08-15,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10003846,220,270,3,4,259.2,777.6,660,117.6,2022,8,2022-08,2022-01-01,Returning,2022-01-01,2022-01-01
6092,2022-10-31,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10002647,180,210,2,4,201.6,403.2,360,43.2,2022,10,2022-10,2022-01-01,Returning,2022-01-01,2022-01-01
6093,2023-11-11,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10000807,30,40,9,4,38.4,345.6,270,75.6,2023,11,2023-11,2022-01-01,Returning,2022-01-01,2022-01-01
6094,2023-08-21,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10001465,60,70,2,5,66.5,133,120,13,2023,8,2023-08,2022-01-01,Returning,2022-01-01,2022-01-01
6095,2022-07-15,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,OFF-ST-10000615,40,50,4,2,49,196,160,36,2022,7,2022-07,2022-01-01,Returning,2022-01-01,2022-01-01
6096,2023-04-19,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10002713,10,10,2,2,9.8,19.6,20,-0.4,2023,4,2023-04,2022-01-01,Returning,2022-01-01,2022-01-01
6097,2023-04-06,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10003061,60,80,1,2,78.4,78.4,60,18.4,2023,4,2023-04,2022-01-01,Returning,2022-01-01,2022-01-01
6098,2023-07-09,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10000343,10,10,3,2,9.8,29.4,30,-0.6,2023,7,2023-07,2022-01-01,Returning,2022-01-01,2022-01-01
6099,2023-12-22,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Fasteners,OFF-FA-10000304,0,0,2,3,0,0,0,0,2023,12,2023-12,2022-01-01,Returning,2022-01-01,2022-01-01
6100,2023-08-26,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10004086,2570,2890,11,4,2774.4,30518.4,28270,2248.4,2023,8,2023-08,2022-01-01,Returning,2022-01-01,2022-01-01
6101,2022-12-19,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,TEC-PH-10002885,1140,1300,2,3,1261,2522,2280,242,2022,12,2022-12,2022-01-01,Returning,2022-01-01,2022-01-01
6102,2023-02-25,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10001215,2140,2250,5,3,2182.5,10912.5,10700,212.5,2023,2,2023-02,2022-01-01,Returning,2022-01-01,2022-01-01
6103,2022-10-05,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,TEC-PH-10000215,90,100,3,3,97,291,270,21,2022,10,2022-10,2022-01-01,Returning,2022-01-01,2022-01-01
6104,2023-09-13,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10001998,50,60,3,2,58.8,176.4,150,26.4,2023,9,2023-09,2022-01-01,Returning,2022-01-01,2022-01-01
6105,2022-02-27,First Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Tables,FUR-TA-10002356,250,310,2,2,303.8,607.6,500,107.6,2022,2,2022-02,2022-01-01,Returning,2022-01-01,2022-01-01
6106,2023-03-06,Standard Class,Corporate,United States,Miami,Florida,33178,South,Office Supplies,Art,OFF-AR-10002399,10,10,4,4,9.6,38.4,40,-1.6,2023,3,2023-03,2022-01-04,Returning,2022-01-04,2022-01-01
6107,2023-03-12,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Appliances,OFF-AP-10001563,20,20,2,2,19.6,39.2,40,-0.8,2023,3,2023-03,2022-01-06,Returning,2022-01-06,2022-01-02
6108,2023-01-19,Standard Class,Consumer,United States,Grand Prairie,Texas,75051,Central,Technology,Accessories,TEC-AC-10004510,60,70,5,2,68.6,343,300,43,2023,1,2023-01,2022-01-06,Returning,2022-01-06,2022-01-02
6109,2022-10-30,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Labels,OFF-LA-10001982,10,10,2,5,9.5,19,20,-1,2022,10,2022-10,2022-01-02,Returning,2022-01-02,2022-01-02
6110,2023-01-14,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,OFF-BI-10004141,0,0,3,2,0,0,0,0,2023,1,2023-01,2022-01-02,Returning,2022-01-02,2022-01-02
6111,2023-06-02,Standard Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,FUR-CH-10004495,1180,1470,7,4,1411.2,9878.4,8260,1618.4,2023,6,2023-06,2022-04-28,Returning,2022-04-28,2022-01-01
6112,2023-11-11,Standard Class,Consumer,United States,Parma,Ohio,44134,East,Office Supplies,Appliances,OFF-AP-10002311,100,110,2,4,105.6,211.2,200,11.2,2023,11,2023-11,2022-04-28,Returning,2022-04-28,2022-01-01
6113,2023-03-16,Standard Class,Consumer,United States,Parma,Ohio,44134,East,Office Supplies,Fasteners,OFF-FA-10000585,20,20,6,2,19.6,117.6,120,-2.4,2023,3,2023-03,2022-04-28,Returning,2022-04-28,2022-01-01
6114,2023-12-09,Standard Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,FUR-CH-10000454,1320,1540,9,3,1493.8,13444.2,11880,1564.2,2023,12,2023-12,2022-04-28,Returning,2022-04-28,2022-01-01
6115,2022-04-28,Standard Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,FUR-CH-10003746,360,450,2,5,427.5,855,720,135,2022,4,2022-04,2022-04-28,Returning,2022-04-28,2022-01-01
6116,2022-12-25,Standard Class,Corporate,United States,Redwood City,California,94061,West,Office Supplies,Binders,OFF-BI-10003291,40,40,6,4,38.4,230.4,240,-9.6,2022,12,2022-12,2022-12-25,Returning,2022-12-25,2022-01-01
6117,2023-08-31,Standard Class,Home Office,United States,New York City,New York,10011,East,Technology,Phones,TEC-PH-10002114,2170,2280,4,5,2166,8664,8680,-16,2023,8,2023-08,2022-01-01,Returning,2022-01-01,2022-01-01
6118,2023-09-19,Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Labels,OFF-LA-10001569,10,10,3,4,9.6,28.8,30,-1.2,2023,9,2023-09,2022-01-01,Returning,2022-01-01,2022-01-01
6119,2023-04-25,Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Technology,Phones,TEC-PH-10001425,160,190,3,5,180.5,541.5,480,61.5,2023,4,2023-04,2022-01-02,Returning,2022-01-02,2022-01-01
6120,2023-04-23,Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Art,OFF-AR-10001915,20,20,3,4,19.2,57.6,60,-2.4,2023,4,2023-04,2022-01-02,Returning,2022-01-02,2022-01-01
6121,2023-07-23,Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Furniture,Furnishings,FUR-FU-10004864,330,410,8,3,397.7,3181.6,2640,541.6,2023,7,2023-07,2022-01-02,Returning,2022-01-02,2022-01-01
6122,2022-09-17,Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Furniture,Bookcases,FUR-BO-10001972,60,70,2,5,66.5,133,120,13,2022,9,2022-09,2022-01-02,Returning,2022-01-02,2022-01-01
6123,2022-03-05,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,OFF-ST-10000532,50,60,2,2,58.8,117.6,100,17.6,2022,3,2022-03,2022-01-02,Returning,2022-01-02,2022-01-02
6124,2023-01-19,Standard Class,Home Office,United States,Bedford,Texas,76021,Central,Office Supplies,Paper,OFF-PA-10003883,20,20,4,4,19.2,76.8,80,-3.2,2023,1,2023-01,2022-01-06,Returning,2022-01-06,2022-01-02
6125,2023-01-30,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,TEC-AC-10003038,40,40,5,4,38.4,192,200,-8,2023,1,2023-01,2022-01-01,Returning,2022-01-01,2022-01-01
6126,2023-03-21,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Paper,OFF-PA-10001593,10,10,2,3,9.7,19.4,20,-0.6,2023,3,2023-03,2022-01-01,Returning,2022-01-01,2022-01-01
6127,2022-08-04,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,OFF-BI-10002049,0,0,1,3,0,0,0,0,2022,8,2022-08,2022-01-01,Returning,2022-01-01,2022-01-01
6128,2022-07-31,Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,FUR-CH-10003817,270,330,6,4,316.8,1900.8,1620,280.8,2022,7,2022-07,2022-01-01,Returning,2022-01-01,2022-01-01
6129,2022-01-08,First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10002353,50,50,4,4,48,192,200,-8,2022,1,2022-01,2022-01-02,Returning,2022-01-02,2022-01-01
6130,2023-03-06,Standard Class,Home Office,United States,Virginia Beach,Virginia,23464,South,Technology,Accessories,TEC-AC-10003116,40,50,3,2,49,147,120,27,2023,3,2023-03,2022-02-10,Returning,2022-02-10,2022-01-01
6131,2023-04-27,Standard Class,Home Office,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Fasteners,OFF-FA-10003021,0,0,2,2,0,0,0,0,2023,4,2023-04,2022-02-10,Returning,2022-02-10,2022-01-01
6132,2023-04-22,Standard Class,Home Office,United States,New York City,New York,10011,East,Furniture,Chairs,FUR-CH-10004477,660,770,14,2,754.6,10564.4,9240,1324.4,2023,4,2023-04,2022-01-01,Returning,2022-01-01,2022-01-01
6133,2023-03-25,Standard Class,Consumer,United States,Lebanon,Tennessee,37087,South,Office Supplies,Paper,OFF-PA-10001033,140,160,5,5,152,760,700,60,2023,3,2023-03,2022-11-16,Returning,2022-11-16,2022-01-01
6134,2023-10-13,First Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Tables,FUR-TA-10004152,140,160,2,3,155.2,310.4,280,30.4,2023,10,2023-10,2022-01-01,Returning,2022-01-01,2022-01-01
6135,2022-03-01,Same Day,Consumer,United States,Chula Vista,California,91911,West,Office Supplies,Art,OFF-AR-10002135,160,190,4,4,182.4,729.6,640,89.6,2022,3,2022-03,2022-01-01,Returning,2022-01-01,2022-01-01
6136,2022-11-23,Standard Class,Home Office,United States,Mcallen,Texas,78501,Central,Technology,Accessories,TEC-AC-10000521,30,30,3,3,29.1,87.3,90,-2.7,2022,11,2022-11,2022-01-03,Returning,2022-01-03,2022-01-02
6137,2023-12-25,Standard Class,Home Office,United States,Mcallen,Texas,78501,Central,Office Supplies,Appliances,OFF-AP-10000026,60,70,6,2,68.6,411.6,360,51.6,2023,12,2023-12,2022-01-03,Returning,2022-01-03,2022-01-02
6138,2023-01-17,Second Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Paper,OFF-PA-10002986,30,30,6,5,28.5,171,180,-9,2023,1,2023-01,2022-01-13,Returning,2022-01-13,2022-01-01
6139,2023-02-25,Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Bookcases,FUR-BO-10001337,180,210,2,3,203.7,407.4,360,47.4,2023,2,2023-02,2022-01-02,Returning,2022-01-02,2022-01-01
6140,2023-11-08,First Class,Consumer,United States,Santa Maria,California,93454,West,Office Supplies,Storage,OFF-ST-10000532,100,120,3,3,116.4,349.2,300,49.2,2023,11,2023-11,2023-11-08,Returning,2023-11-08,2022-01-01
6141,2023-01-17,Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Paper,OFF-PA-10001497,230,270,5,4,259.2,1296,1150,146,2023,1,2023-01,2022-01-01,Returning,2022-01-01,2022-01-01
6142,2023-03-09,Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Storage,OFF-ST-10002554,170,200,4,3,194,776,680,96,2023,3,2023-03,2022-01-01,Returning,2022-01-01,2022-01-01
6143,2023-01-10,Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Technology,Phones,TEC-PH-10001336,210,260,2,2,254.8,509.6,420,89.6,2023,1,2023-01,2022-01-01,Returning,2022-01-01,2022-01-01
6144,2022-12-28,Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Art,OFF-AR-10002987,110,120,6,5,114,684,660,24,2022,12,2022-12,2022-01-01,Returning,2022-01-01,2022-01-01
6145,2022-03-04,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,OFF-PA-10000575,20,20,3,2,19.6,58.8,60,-1.2,2022,3,2022-03,2022-01-28,Returning,2022-01-28,2022-01-02
6146,2023-09-05,Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Art,OFF-AR-10003394,10,10,4,2,9.8,39.2,40,-0.8,2023,9,2023-09,2022-01-08,Returning,2022-01-08,2022-01-01
6147,2023-08-23,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10003394,10,10,4,3,9.7,38.8,40,-1.2,2023,8,2023-08,2022-01-02,Returning,2022-01-02,2022-01-01
6148,2023-04-16,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10001191,30,40,2,5,38,76,60,16,2023,4,2023-04,2022-01-02,Returning,2022-01-02,2022-01-01
6149,2023-04-25,Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Phones,TEC-PH-10003484,190,200,2,3,194,388,380,8,2023,4,2023-04,2022-01-02,Returning,2022-01-02,2022-01-01
6150,2023-11-22,First Class,Corporate,United States,Long Beach,California,90805,West,Furniture,Chairs,FUR-CH-10003968,320,340,6,4,326.4,1958.4,1920,38.4,2023,11,2023-11,2022-01-01,Returning,2022-01-01,2022-01-01
6151,2022-11-09,First Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Bookcases,FUR-BO-10001608,280,350,5,3,339.5,1697.5,1400,297.5,2022,11,2022-11,2022-01-03,Returning,2022-01-03,2022-01-01
6152,2022-12-23,Second Class,Home Office,United States,San Francisco,California,94110,West,Furniture,Bookcases,FUR-BO-10004218,1030,1200,10,3,1164,11640,10300,1340,2022,12,2022-12,2022-01-02,Returning,2022-01-02,2022-01-01
6153,2023-08-15,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Storage,OFF-ST-10002485,80,90,4,4,86.4,345.6,320,25.6,2023,8,2023-08,2022-01-01,Returning,2022-01-01,2022-01-01
6154,2022-03-04,First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,FUR-FU-10001876,50,50,2,4,48,96,100,-4,2022,3,2022-03,2022-01-01,Returning,2022-01-01,2022-01-01
6155,2023-09-05,First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,OFF-ST-10002370,40,50,3,5,47.5,142.5,120,22.5,2023,9,2023-09,2022-01-01,Returning,2022-01-01,2022-01-01
6156,2022-09-15,First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,OFF-ST-10000142,290,330,1,4,316.8,316.8,290,26.8,2022,9,2022-09,2022-01-01,Returning,2022-01-01,2022-01-01
6157,2022-02-15,First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,FUR-FU-10004671,30,40,3,2,39.2,117.6,90,27.6,2022,2,2022-02,2022-01-01,Returning,2022-01-01,2022-01-01
6158,2022-09-09,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Envelopes,OFF-EN-10002504,60,80,3,4,76.8,230.4,180,50.4,2022,9,2022-09,2022-01-11,Returning,2022-01-11,2022-01-02
6159,2023-04-01,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Technology,Accessories,TEC-AC-10004803,160,170,12,3,164.9,1978.8,1920,58.8,2023,4,2023-04,2022-01-11,Returning,2022-01-11,2022-01-02
6160,2022-04-06,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,OFF-ST-10001932,650,770,4,4,739.2,2956.8,2600,356.8,2022,4,2022-04,2022-01-01,Returning,2022-01-01,2022-01-01
6161,2023-09-21,First Class,Corporate,United States,Lakeland,Florida,33801,South,Technology,Phones,TEC-PH-10004667,280,320,3,3,310.4,931.2,840,91.2,2023,9,2023-09,2022-01-23,Returning,2022-01-23,2022-01-01
6162,2022-07-18,First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Labels,OFF-LA-10000443,10,10,4,3,9.7,38.8,40,-1.2,2022,7,2022-07,2022-01-23,Returning,2022-01-23,2022-01-01
6163,2022-10-28,First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Storage,OFF-ST-10000918,30,30,3,5,28.5,85.5,90,-4.5,2022,10,2022-10,2022-01-23,Returning,2022-01-23,2022-01-01
6164,2022-05-24,First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Binders,OFF-BI-10001196,30,30,5,4,28.8,144,150,-6,2022,5,2022-05,2022-01-23,Returning,2022-01-23,2022-01-01
6165,2022-01-23,First Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Furnishings,FUR-FU-10003981,0,0,3,5,0,0,0,0,2022,1,2022-01,2022-01-23,Returning,2022-01-23,2022-01-01
6166,2022-10-30,First Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Furnishings,FUR-FU-10002508,20,20,3,3,19.4,58.2,60,-1.8,2022,10,2022-10,2022-01-23,Returning,2022-01-23,2022-01-01
6167,2022-05-15,First Class,Corporate,United States,Lakeland,Florida,33801,South,Technology,Accessories,TEC-AC-10002647,160,170,2,5,161.5,323,320,3,2022,5,2022-05,2022-01-23,Returning,2022-01-23,2022-01-01
6168,2023-03-08,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,OFF-PA-10002377,110,120,3,5,114,342,330,12,2023,3,2023-03,2022-01-05,Returning,2022-01-05,2022-01-02
6169,2023-05-31,Second Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Paper,OFF-PA-10004530,20,20,2,2,19.6,39.2,40,-0.8,2023,5,2023-05,2022-01-01,Returning,2022-01-01,2022-01-01
6170,2023-04-20,Second Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,OFF-PA-10002986,10,10,2,3,9.7,19.4,20,-0.6,2023,4,2023-04,2022-01-02,Returning,2022-01-02,2022-01-01
6171,2023-01-29,Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10000948,30,30,3,5,28.5,85.5,90,-4.5,2023,1,2023-01,2022-01-01,Returning,2022-01-01,2022-01-01
6172,2023-03-31,Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10001545,0,0,2,5,0,0,0,0,2023,3,2023-03,2022-01-01,Returning,2022-01-01,2022-01-01
6173,2023-08-27,Standard Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,OFF-BI-10001758,20,30,5,5,28.5,142.5,100,42.5,2023,8,2023-08,2022-01-02,Returning,2022-01-02,2022-01-02
6174,2022-11-02,Standard Class,Home Office,United States,Springfield,Missouri,65807,Central,Technology,Accessories,TEC-AC-10003237,20,20,2,5,19,38,40,-2,2022,11,2022-11,2022-01-02,Returning,2022-01-02,2022-01-02
6175,2023-01-11,Standard Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Storage,OFF-ST-10002011,710,840,2,3,814.8,1629.6,1420,209.6,2023,1,2023-01,2022-01-02,Returning,2022-01-02,2022-01-02
6176,2023-05-19,Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Furniture,Chairs,FUR-CH-10000309,1420,1690,4,3,1639.3,6557.2,5680,877.2,2023,5,2023-05,2022-01-04,Returning,2022-01-04,2022-01-01
6177,2022-05-28,Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Storage,OFF-ST-10002444,80,90,7,2,88.2,617.4,560,57.4,2022,5,2022-05,2022-01-04,Returning,2022-01-04,2022-01-01
6178,2022-02-12,Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Envelopes,OFF-EN-10001453,100,120,2,5,114,228,200,28,2022,2,2022-02,2022-01-04,Returning,2022-01-04,2022-01-01
6179,2022-02-23,Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,OFF-PA-10001801,20,20,4,2,19.6,78.4,80,-1.6,2022,2,2022-02,2022-01-04,Returning,2022-01-04,2022-01-01
6180,2022-01-04,Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Storage,OFF-ST-10000563,60,60,2,3,58.2,116.4,120,-3.6,2022,1,2022-01,2022-01-04,Returning,2022-01-04,2022-01-01
